9,0,1,0,0.58,0.455,0.195,1.859,0.945,0.426,0.441
7,0,0,1,0.46,0.35,0.11,0.4675,0.2125,0.099,0.1375
10,1,0,0,0.63,0.5,0.185,1.383,0.54,0.3315,0.38
9,0,1,0,0.5,0.42,0.135,0.6765,0.302,0.1415,0.2065
10,0,1,0,0.57,0.435,0.13,0.7535,0.349,0.1755,0.194
7,0,0,1,0.405,0.29,0.09,0.2825,0.112,0.075,0.0815
9,1,0,0,0.65,0.525,0.165,1.238,0.647,0.2485,0.3005
9,1,0,0,0.55,0.415,0.135,0.7635,0.318,0.21,0.2
9,1,0,0,0.435,0.335,0.11,0.38,0.1695,0.086,0.11
8,0,1,0,0.665,0.525,0.16,1.363,0.629,0.279,0.34
14,1,0,0,0.55,0.435,0.17,0.884,0.2875,0.1645,0.28
9,1,0,0,0.515,0.4,0.115,0.578,0.191,0.1445,0.17
5,0,0,1,0.285,0.21,0.055,0.101,0.0415,0.017,0.0335
7,0,0,1,0.405,0.3,0.12,0.324,0.1265,0.07,0.11
12,1,0,0,0.66,0.5,0.165,1.1905,0.4585,0.298,0.37
10,0,0,1,0.57,0.425,0.14,0.7655,0.331,0.14,0.24
6,0,1,0,0.495,0.4,0.155,0.8085,0.2345,0.1155,0.35
10,1,0,0,0.525,0.43,0.165,0.717,0.289,0.1745,0.195
14,1,0,0,0.62,0.51,0.205,1.3475,0.4775,0.2565,0.48
13,1,0,0,0.62,0.485,0.165,1.166,0.483,0.238,0.355
9,1,0,0,0.525,0.4,0.13,0.6995,0.3115,0.131,0.223
10,0,1,0,0.595,0.465,0.125,0.799,0.3245,0.2,0.23
10,1,0,0,0.665,0.51,0.175,1.3805,0.675,0.2985,0.325
20,0,1,0,0.55,0.44,0.16,0.991,0.348,0.168,0.375
7,0,0,1,0.34,0.265,0.07,0.185,0.0625,0.0395,0.07
11,0,1,0,0.48,0.375,0.12,0.5895,0.2535,0.128,0.172
10,1,0,0,0.64,0.5,0.175,1.394,0.4935,0.291,0.4
7,0,0,1,0.435,0.335,0.1,0.3295,0.129,0.07,0.11
5,0,0,1,0.255,0.19,0.07,0.0815,0.028,0.016,0.031
13,0,1,0,0.72,0.58,0.19,2.0885,0.9955,0.478,0.5305
11,0,1,0,0.58,0.47,0.165,0.927,0.3215,0.1985,0.315
7,0,0,1,0.265,0.195,0.055,0.084,0.0365,0.0175,0.025
12,1,0,0,0.705,0.555,0.195,1.7525,0.7105,0.4215,0.516
10,0,1,0,0.45,0.35,0.1,0.3675,0.1465,0.1015,0.12
6,0,0,1,0.39,0.3,0.1,0.3085,0.1385,0.0735,0.085
7,0,0,1,0.265,0.2,0.065,0.0975,0.04,0.0205,0.028
10,1,0,0,0.53,0.41,0.13,0.6965,0.302,0.1935,0.2
6,0,0,1,0.31,0.225,0.075,0.155,0.065,0.037,0.0365
5,0,0,1,0.395,0.3,0.09,0.2855,0.1385,0.0625,0.077
9,0,1,0,0.58,0.47,0.165,1.041,0.54,0.166,0.279
10,1,0,0,0.61,0.475,0.16,1.1155,0.3835,0.223,0.379
12,0,1,0,0.675,0.54,0.175,1.5545,0.6645,0.278,0.512
11,1,0,0,0.625,0.495,0.16,1.1115,0.4495,0.2825,0.345
6,0,0,1,0.425,0.31,0.105,0.365,0.159,0.0825,0.105
11,0,1,0,0.63,0.49,0.19,1.1775,0.4935,0.3365,0.285
5,0,0,1,0.385,0.3,0.09,0.247,0.1225,0.044,0.0675
11,0,1,0,0.68,0.52,0.175,1.543,0.7525,0.351,0.374
9,1,0,0,0.61,0.45,0.16,1.136,0.414,0.311,0.3
11,1,0,0,0.59,0.475,0.155,0.9715,0.371,0.235,0.28
5,0,0,1,0.3,0.22,0.065,0.1195,0.052,0.0155,0.035
15,0,1,0,0.63,0.505,0.225,1.525,0.56,0.3335,0.45
13,0,1,0,0.55,0.435,0.16,0.906,0.342,0.219,0.295
8,1,0,0,0.4,0.325,0.12,0.3185,0.134,0.0565,0.095
12,1,0,0,0.645,0.51,0.18,1.6195,0.7815,0.322,0.4675
10,0,1,0,0.635,0.485,0.18,1.1795,0.4785,0.2775,0.355
11,1,0,0,0.58,0.465,0.165,1.1015,0.404,0.2095,0.35
18,1,0,0,0.61,0.485,0.165,1.0915,0.3935,0.2435,0.33
13,0,1,0,0.465,0.355,0.125,0.5255,0.2025,0.135,0.145
11,1,0,0,0.435,0.35,0.12,0.4585,0.192,0.1,0.13
14,1,0,0,0.67,0.54,0.165,1.5015,0.518,0.358,0.505
9,0,1,0,0.6,0.47,0.165,1.059,0.504,0.241,0.275
7,0,0,1,0.38,0.28,0.095,0.2885,0.165,0.0435,0.067
10,0,1,0,0.57,0.45,0.155,1.195,0.5625,0.2565,0.295
10,0,0,1,0.53,0.42,0.155,0.81,0.4725,0.111,0.192
15,1,0,0,0.71,0.575,0.175,1.555,0.6465,0.3705,0.52
10,0,0,1,0.575,0.45,0.13,0.8145,0.403,0.1715,0.213
11,0,1,0,0.62,0.465,0.19,1.3415,0.5705,0.3175,0.355
7,0,0,1,0.275,0.2,0.065,0.1165,0.0565,0.013,0.035
9,0,0,1,0.55,0.425,0.135,0.7305,0.3325,0.1545,0.215
8,0,1,0,0.48,0.37,0.1,0.5135,0.243,0.1015,0.135
7,0,1,0,0.335,0.25,0.09,0.181,0.0755,0.0415,0.06
12,1,0,0,0.525,0.405,0.16,0.658,0.2655,0.1125,0.225
12,0,1,0,0.385,0.285,0.105,0.2905,0.1215,0.0685,0.0875
6,0,0,1,0.365,0.27,0.085,0.1875,0.081,0.042,0.058
11,1,0,0,0.5,0.375,0.115,0.5945,0.185,0.148,0.19
6,0,0,1,0.185,0.375,0.12,0.4645,0.196,0.1045,0.15
10,1,0,0,0.695,0.55,0.155,1.8495,0.767,0.442,0.4175
9,1,0,0,0.58,0.425,0.15,0.844,0.3645,0.185,0.2705
9,0,0,1,0.515,0.405,0.13,0.573,0.213,0.134,0.195
9,0,1,0,0.615,0.475,0.19,1.4335,0.7315,0.305,0.3285
9,1,0,0,0.55,0.405,0.125,0.651,0.2965,0.137,0.2
10,1,0,0,0.575,0.48,0.17,1.1,0.506,0.2485,0.31
10,0,1,0,0.525,0.405,0.135,0.7575,0.3305,0.216,0.195
11,0,1,0,0.67,0.54,0.195,1.217,0.532,0.2735,0.3315
13,1,0,0,0.45,0.35,0.145,0.5425,0.1765,0.123,0.175
9,1,0,0,0.62,0.475,0.15,0.9545,0.455,0.1865,0.277
11,1,0,0,0.58,0.44,0.125,0.7855,0.363,0.1955,0.195
4,0,0,1,0.16,0.12,0.02,0.018,0.0075,0.0045,0.005
13,0,1,0,0.565,0.435,0.185,0.9815,0.329,0.136,0.39
11,1,0,0,0.625,0.505,0.175,1.15,0.5475,0.256,0.3045
12,0,1,0,0.63,0.49,0.16,1.09,0.407,0.224,0.354
12,0,1,0,0.65,0.51,0.175,1.446,0.6485,0.2705,0.45
13,1,0,0,0.51,0.4,0.13,0.5735,0.219,0.1365,0.195
13,1,0,0,0.645,0.5,0.18,1.2785,0.5345,0.2995,0.345
13,1,0,0,0.67,0.52,0.19,1.32,0.5235,0.3095,0.4275
8,0,1,0,0.585,0.455,0.15,0.906,0.4095,0.23,0.2335
8,0,1,0,0.505,0.44,0.14,0.8275,0.3415,0.1855,0.239
14,0,0,1,0.625,0.46,0.16,1.2395,0.55,0.273,0.38
8,0,1,0,0.555,0.435,0.14,0.7495,0.341,0.1645,0.214
11,0,1,0,0.6,0.46,0.155,0.9595,0.4455,0.189,0.295
14,0,1,0,0.485,0.395,0.14,0.6295,0.2285,0.127,0.225
10,1,0,0,0.59,0.465,0.17,1.0425,0.4635,0.24,0.27
7,0,0,1,0.35,0.26,0.09,0.1765,0.072,0.0355,0.0575
9,0,1,0,0.41,0.325,0.1,0.3555,0.146,0.072,0.105
7,0,1,0,0.32,0.24,0.085,0.17,0.0655,0.047,0.049
10,1,0,0,0.645,0.51,0.155,1.129,0.5015,0.24,0.342
6,0,1,0,0.5,0.39,0.125,0.5215,0.2485,0.117,0.131
7,0,0,1,0.53,0.42,0.12,0.5965,0.2555,0.141,0.177
11,1,0,0,0.625,0.47,0.145,0.984,0.475,0.2,0.265
12,1,0,0,0.595,0.465,0.155,1.026,0.4645,0.112,0.305
16,0,1,0,0.635,0.515,0.17,1.275,0.509,0.286,0.34
10,1,0,0,0.595,0.465,0.15,0.98,0.4115,0.196,0.2255
7,1,0,0,0.455,0.35,0.12,0.4555,0.1945,0.1045,0.1375
16,0,1,0,0.595,0.47,0.145,0.991,0.4035,0.1505,0.34
10,0,0,1,0.575,0.45,0.15,0.858,0.449,0.166,0.215
10,1,0,0,0.65,0.545,0.185,1.5055,0.6565,0.341,0.43
6,0,0,1,0.36,0.27,0.09,0.2075,0.098,0.039,0.062
12,1,0,0,0.5,0.405,0.15,0.5965,0.253,0.126,0.185
10,0,0,1,0.415,0.31,0.11,0.2965,0.123,0.057,0.0995
9,0,1,0,0.495,0.395,0.125,0.5415,0.2375,0.1345,0.155
10,0,1,0,0.655,0.505,0.165,1.27,0.6035,0.262,0.335
4,0,0,1,0.155,0.105,0.05,0.0175,0.005,0.0035,0.005
17,0,0,1,0.54,0.435,0.145,0.97,0.4285,0.22,0.264
7,0,0,1,0.415,0.32,0.115,0.3045,0.1215,0.0735,0.094
15,1,0,0,0.635,0.505,0.17,1.415,0.605,0.297,0.365
9,0,1,0,0.555,0.44,0.14,0.8705,0.407,0.156,0.255
10,1,0,0,0.645,0.515,0.175,1.546,0.7035,0.365,0.415
10,0,1,0,0.34,0.275,0.09,0.2065,0.0725,0.043,0.07
8,0,1,0,0.58,0.455,0.15,1.114,0.4765,0.2155,0.265
11,1,0,0,0.725,0.56,0.185,1.792,0.873,0.367,0.435
8,0,1,0,0.515,0.425,0.145,0.9365,0.497,0.181,0.2185
10,0,0,1,0.515,0.35,0.105,0.4745,0.213,0.123,0.1275
6,0,0,1,0.375,0.285,0.09,0.2545,0.119,0.0595,0.0675
5,0,0,1,0.33,0.205,0.095,0.1595,0.077,0.032,0.0435
7,0,0,1,0.425,0.325,0.11,0.3335,0.173,0.045,0.1
15,1,0,0,0.62,0.47,0.225,1.115,0.378,0.2145,0.36
11,1,0,0,0.635,0.505,0.155,1.2895,0.594,0.314,0.345
11,1,0,0,0.63,0.495,0.2,1.4255,0.659,0.336,0.38
5,0,0,1,0.2,0.145,0.025,0.0345,0.011,0.0075,0.01
10,0,0,1,0.605,0.48,0.155,0.9995,0.425,0.1985,0.3
11,1,0,0,0.67,0.53,0.225,1.5615,0.63,0.487,0.3725
9,0,0,1,0.4,0.3,0.11,0.315,0.109,0.067,0.12
11,1,0,0,0.655,0.515,0.155,1.309,0.524,0.346,0.385
6,0,0,1,0.37,0.27,0.095,0.2175,0.097,0.046,0.065
12,0,0,1,0.375,0.28,0.1,0.2565,0.1165,0.0585,0.0725
7,0,0,1,0.45,0.335,0.095,0.3505,0.1615,0.0625,0.1185
7,0,0,1,0.375,0.28,0.08,0.2165,0.0935,0.0925,0.07
9,0,1,0,0.555,0.425,0.15,0.873,0.4625,0.1845,0.1965
8,0,0,1,0.46,0.345,0.105,0.415,0.187,0.087,0.11
6,0,0,1,0.415,0.315,0.09,0.3625,0.175,0.0835,0.093
13,0,1,0,0.63,0.515,0.155,1.259,0.4105,0.197,0.41
22,0,1,0,0.655,0.54,0.215,1.844,0.7425,0.327,0.585
8,0,1,0,0.475,0.355,0.12,0.48,0.234,0.1015,0.135
10,0,1,0,0.61,0.475,0.17,1.0265,0.435,0.2335,0.3035
9,1,0,0,0.53,0.405,0.13,0.6355,0.2635,0.1565,0.185
10,1,0,0,0.675,0.57,0.225,1.587,0.739,0.2995,0.435
9,1,0,0,0.56,0.44,0.135,0.8025,0.35,0.1615,0.259
10,0,1,0,0.58,0.44,0.15,1.0465,0.518,0.2185,0.2795
8,0,0,1,0.545,0.42,0.125,0.717,0.358,0.112,0.22
11,0,1,0,0.67,0.535,0.19,1.669,0.7465,0.2935,0.508
9,0,1,0,0.575,0.465,0.12,1.0535,0.516,0.2185,0.235
21,1,0,0,0.63,0.485,0.19,1.2435,0.4635,0.3055,0.39
9,0,1,0,0.45,0.32,0.1,0.381,0.1705,0.075,0.115
16,1,0,0,0.74,0.6,0.195,1.974,0.598,0.4085,0.71
8,0,1,0,0.475,0.385,0.12,0.562,0.289,0.0905,0.153
13,0,1,0,0.35,0.255,0.085,0.2145,0.1,0.0465,0.06
7,0,0,1,0.46,0.345,0.11,0.3755,0.1525,0.058,0.125
8,0,1,0,0.465,0.375,0.11,0.5,0.21,0.113,0.1505
7,0,0,1,0.39,0.295,0.095,0.203,0.0875,0.045,0.075
7,0,1,0,0.265,0.2,0.065,0.084,0.034,0.0105,0.03
14,0,1,0,0.575,0.455,0.145,1.165,0.581,0.2275,0.3
14,0,1,0,0.65,0.525,0.19,1.4995,0.6265,0.4005,0.395
9,1,0,0,0.49,0.385,0.16,0.656,0.2455,0.171,0.205
9,0,1,0,0.65,0.525,0.185,1.3455,0.586,0.278,0.3865
20,0,1,0,0.7,0.58,0.205,2.13,0.7415,0.49,0.58
10,0,1,0,0.62,0.48,0.15,1.1015,0.4965,0.243,0.305
8,0,1,0,0.52,0.4,0.125,0.559,0.254,0.139,0.149
12,0,0,1,0.55,0.42,0.135,0.816,0.3995,0.1485,0.23
6,0,1,0,0.33,0.215,0.075,0.1145,0.045,0.0265,0.035
9,0,1,0,0.58,0.44,0.16,0.8295,0.3365,0.2005,0.2485
11,1,0,0,0.495,0.375,0.15,0.597,0.2615,0.135,0.178
8,1,0,0,0.52,0.375,0.135,0.5375,0.221,0.117,0.17
